Project Name,Package Name,Type Name,Design Smell,Cause of the Smell,Repository
JvalantPatel_AvailabilityManager,com.app.application,AvailabilityManagerApp,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),JvalantPatel_AvailabilityManager
JvalantPatel_AvailabilityManager,com.app.data,InfrastructureData,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: AlarmHandler; InfrastructureData,JvalantPatel_AvailabilityManager
JvalantPatel_AvailabilityManager,com.app.data,VirtualHost,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),JvalantPatel_AvailabilityManager
JvalantPatel_AvailabilityManager,com.app.handlers,AlarmHandler,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: AlarmHandler; InfrastructureData,JvalantPatel_AvailabilityManager
kutala_z_test,z_test,Master,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),kutala_z_test
kutala_z_test,z_test,Test,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),kutala_z_test
kutala_z_test,z_test,User,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),kutala_z_test
markcwal_TwitterClient,com.codepath.apps.basictwitter,ComposeActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),markcwal_TwitterClient
markcwal_TwitterClient,com.codepath.apps.basictwitter,LoginActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),markcwal_TwitterClient
markcwal_TwitterClient,com.codepath.apps.basictwitter,TimelineActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),markcwal_TwitterClient
markcwal_TwitterClient,com.codepath.apps.basictwitter,TwitterClient,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: REST_API_CLASS; REST_URL; REST_CONSUMER_KEY; REST_CONSUMER_SECRET; REST_CALLBACK_URL,markcwal_TwitterClient
markcwal_TwitterClient,com.codepath.apps.basictwitter.models,EndlessScrollListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),markcwal_TwitterClient
markcwal_TwitterClient,com.codepath.apps.basictwitter.models,SampleModel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),markcwal_TwitterClient
mateobossio_Seguimiento-Disciplinario,Codigo,Alumno,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: i; nombre; apellido; año; curso; edad; comportamiento; observaciones,mateobossio_Seguimiento-Disciplinario
mateobossio_Seguimiento-Disciplinario,Codigo,ListadoAlumnos,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: alumnos,mateobossio_Seguimiento-Disciplinario
mateobossio_Seguimiento-Disciplinario,Codigo,ListadoObservacion,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: observaciones,mateobossio_Seguimiento-Disciplinario
mateobossio_Seguimiento-Disciplinario,interfaz,Ayuda,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Registro; Principal; Configuracion; CargarAlumnos; CargarObservaciones; Ayuda; Buscador,mateobossio_Seguimiento-Disciplinario
mateobossio_Seguimiento-Disciplinario,interfaz,Registro,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: jButton1; jLabel1; jScrollPane1; tblRegistro,mateobossio_Seguimiento-Disciplinario
MavenDevoxxFR2015_demos,animalsniffer,Main,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),MavenDevoxxFR2015_demos
MavenDevoxxFR2015_demos,bytecode,Display,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),MavenDevoxxFR2015_demos
MavenDevoxxFR2015_demos,bytecode,Display2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),MavenDevoxxFR2015_demos
MavenDevoxxFR2015_demos,bytecode,Display,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),MavenDevoxxFR2015_demos
McCraftaholics_WarpPortals-AnalyticsServer,com.mccraftaholics.warpportals.server,AppConfig,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),McCraftaholics_WarpPortals-AnalyticsServer
McCraftaholics_WarpPortals-AnalyticsServer,com.mccraftaholics.warpportals.server,Application,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),McCraftaholics_WarpPortals-AnalyticsServer
McCraftaholics_WarpPortals-AnalyticsServer,com.mccraftaholics.warpportals.server,ReportController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),McCraftaholics_WarpPortals-AnalyticsServer
McCraftaholics_WarpPortals-AnalyticsServer,com.mccraftaholics.warpportals.server,Utils,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ISO_8601,McCraftaholics_WarpPortals-AnalyticsServer
McCraftaholics_WarpPortals-AnalyticsServer,com.mccraftaholics.warpportals.server.model.generic,AnalyticsActivePortalsEntity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),McCraftaholics_WarpPortals-AnalyticsServer
McCraftaholics_WarpPortals-AnalyticsServer,com.mccraftaholics.warpportals.server.model.generic,AnalyticsInstalledPluginsEntity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),McCraftaholics_WarpPortals-AnalyticsServer
McCraftaholics_WarpPortals-AnalyticsServer,com.mccraftaholics.warpportals.server.model.generic,AnalyticsServerReportEntity,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; serverName; timestamp; warpPortalsVersion; maxPlayers; bukkitVersion; numWorlds; id; installedPlugins; activePortals,McCraftaholics_WarpPortals-AnalyticsServer
McCraftaholics_WarpPortals-AnalyticsServer,com.mccraftaholics.warpportals.server.model.generic,GenericServerReportActivePortalsRepository,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),McCraftaholics_WarpPortals-AnalyticsServer
McCraftaholics_WarpPortals-AnalyticsServer,com.mccraftaholics.warpportals.server.model.generic,GenericServerReportInstalledPluginsRepository,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),McCraftaholics_WarpPortals-AnalyticsServer
McCraftaholics_WarpPortals-AnalyticsServer,com.mccraftaholics.warpportals.server.model.usage,AnalyticsPortalCreateEntity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),McCraftaholics_WarpPortals-AnalyticsServer
McCraftaholics_WarpPortals-AnalyticsServer,com.mccraftaholics.warpportals.server.model.usage,AnalyticsPortalUsageEntity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),McCraftaholics_WarpPortals-AnalyticsServer
neureal_noo4j-daemon,org.noo4j.daemon,BtcAlertListener,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BtcNotificationSource,neureal_noo4j-daemon
neureal_noo4j-daemon,org.noo4j.daemon,BtcBlockListener,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BtcNotificationSource,neureal_noo4j-daemon
neureal_noo4j-daemon,org.noo4j.daemon,BtcBlockListener,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BtcWalletListener; BtcDaemon; BtcBlockListener,neureal_noo4j-daemon
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemon,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BtcJsonRpcHttpClient,neureal_noo4j-daemon
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemon,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 129 public methods,neureal_noo4j-daemon
neureal_noo4j-daemon,org.noo4j.daemon,BtcJsonRpcHttpClient,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 43 public methods,neureal_noo4j-daemon
neureal_noo4j-daemon,org.noo4j.daemon,BtcWalletListener,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BtcNotificationSource,neureal_noo4j-daemon
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonMain,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),neureal_noo4j-daemon
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,Feature Envy,The tool detected a instance of this smell because setGenerate is more interested in members of the type: BtcDaemon,neureal_noo4j-daemon
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 64 public methods,neureal_noo4j-daemon
events,NextSong,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: ,nikit-cpp_VkCachingPlayer
events,PrevSong,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: ,nikit-cpp_VkCachingPlayer
events,StopIntent,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: ,nikit-cpp_VkCachingPlayer
gui,MainWindow,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 24 public methods,,nikit-cpp_VkCachingPlayer
gui,MainWindow.PlayListListModel,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: serialVersionUID; data,nikit-cpp_VkCachingPlayer
gui,MainWindow.PlayListListModel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,nikit-cpp_VkCachingPlayer
gui,MainWindow.SelectedListCellRenderer,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: serialVersionUID; items,nikit-cpp_VkCachingPlayer
gui,MainWindow.SelectedListCellRenderer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,nikit-cpp_VkCachingPlayer
gui,MainWindow.HilightItem,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: hilighted; color,nikit-cpp_VkCachingPlayer
gui,MainWindow.HilightItem,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,nikit-cpp_VkCachingPlayer
gui,MainWindow.Hilighter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: items; playing,nikit-cpp_VkCachingPlayer
gui,MainWindow.Hilighter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,nikit-cpp_VkCachingPlayer
player,CustomPlayer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOGGER; player; FIS; BIS; canResume; total; stopped; valid; eventBus; state; playedSong; statusThreadSleep; UNEXISTED_POSITION,,nikit-cpp_VkCachingPlayer
player,CustomPlayerRunner,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,nikit-cpp_VkCachingPlayer
player,State,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: ,nikit-cpp_VkCachingPlayer
service,PlayerServiceException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,nikit-cpp_VkCachingPlayer
megatest,VkEmulator.HelloServlet,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: type; mapList,nikit-cpp_VkCachingPlayer
megatest,VkEmulator.HelloServlet,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,nikit-cpp_VkCachingPlayer
megatest,VkEmulator.Mapping,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: url; file,nikit-cpp_VkCachingPlayer
megatest,VkEmulator.Mapping,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,nikit-cpp_VkCachingPlayer
noelmkawano_digits,controllers,Application,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),noelmkawano_digits
noelmkawano_digits,(default package),Global,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),noelmkawano_digits
noelmkawano_digits,views.formdata,ContactFormData,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: firstName; lastName; telephone; address; id; telephoneType,noelmkawano_digits
POMStrap_pomstrap3,org.tigris.aethershader,SimpleDependencyBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),POMStrap_pomstrap3
POMStrap_pomstrap3,org.tigris.pomstrap,Bootstrap,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),POMStrap_pomstrap3
POMStrap_pomstrap3,org.tigris.pomstrap,SimpleDependency,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: childs; groupId; artifactId; version; file,POMStrap_pomstrap3
com.example.accelerometerproject,BuildConfig,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: DEBUG,pritamkesh_AccelerometerProject
com.example.accelerometerproject,BuildConfig,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,pritamkesh_AccelerometerProject
com.example.accelerometerproject,BuildConfig,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEBUG,,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ic_launcher; currentX; currentY; currentZ; maxX; maxY; maxZ; menu_settings; activity_main; activity_main; app_name; hello_world; menu_settings; AppBaseTheme; AppTheme,,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: ic_launcher; currentX; currentY; currentZ; maxX; maxY; maxZ; menu_settings; activity_main; activity_main; app_name; hello_world; menu_settings; AppBaseTheme; AppTheme,,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.attr,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: ,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.attr,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.drawable,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: ic_launcher,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.drawable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.drawable,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ic_launcher,,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.id,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.id,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: currentX; currentY; currentZ; maxX; maxY; maxZ; menu_settings,,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.id,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: currentX; currentY; currentZ; maxX; maxY; maxZ; menu_settings,,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.layout,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: activity_main,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.layout,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.layout,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: activity_main,,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.menu,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: activity_main,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.menu,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.menu,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: activity_main,,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.string,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: app_name; hello_world; menu_settings,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.string,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.string,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: app_name; hello_world; menu_settings,,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.style,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: AppBaseTheme; AppTheme,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.style,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,pritamkesh_AccelerometerProject
com.example.accelerometerproject,R.style,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: AppBaseTheme; AppTheme,,pritamkesh_AccelerometerProject
com.example.accelerometerproject,MainActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,pritamkesh_AccelerometerProject
com.example.accelerometerproject,MainActivity,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: lastX; lastY; lastZ; sensorManager; accelerometer; deltaXMax; deltaYMax; deltaZMax; deltaX; deltaY; deltaZ; vibrateThreshold; currentX; currentY; currentZ; maxX; maxY; maxZ; v,,pritamkesh_AccelerometerProject
Shanmathi1_MSGSP-implementation,edu.uic.cs583.msgsp,CandidateGen,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),Shanmathi1_MSGSP-implementation
Shanmathi1_MSGSP-implementation,edu.uic.cs583.msgsp,FrequentSeq,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: sequences; count,Shanmathi1_MSGSP-implementation
Shanmathi1_MSGSP-implementation,edu.uic.cs583.msgsp,FrequentSeq,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: MSCandidateGen; FrequentSeq; TransactionData; MSGSPMain; Input; Level2CandidateGen,Shanmathi1_MSGSP-implementation
Shanmathi1_MSGSP-implementation,edu.uic.cs583.msgsp,ItemSet,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: items,Shanmathi1_MSGSP-implementation
Shanmathi1_MSGSP-implementation,edu.uic.cs583.msgsp,MSGSPMain,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MS; S; N; SDC; SUP,Shanmathi1_MSGSP-implementation
Shanmathi1_MSGSP-implementation,edu.uic.cs583.msgsp,TransactionData,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: itemSets; count,Shanmathi1_MSGSP-implementation
sskjames_simpleopenlpimporter,org.simpleopenlpimporter.dao,SqliteSongImportDaoTest,Feature Envy,The tool detected a instance of this smell because testImportSongs is more interested in members of the type: SqliteSongImportDao,sskjames_simpleopenlpimporter
sskjames_simpleopenlpimporter,org.simpleopenlpimporter,Main,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),sskjames_simpleopenlpimporter
sskjames_simpleopenlpimporter,org.simpleopenlpimporter,SongsImporterTest,Feature Envy,The tool detected a instance of this smell because testWrapLyricsInXml is more interested in members of the type: SongsImporter,sskjames_simpleopenlpimporter
sskjames_tamilunicodeconverter,org.tamilunicodeconverter.converter,BaminiConverter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; SCRIPT_FILE,sskjames_tamilunicodeconverter
sskjames_tamilunicodeconverter,org.tamilunicodeconverter.converter,BaminiConverterTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PPT_DIR; baminiConverter,sskjames_tamilunicodeconverter
sskjames_tamilunicodeconverter,org.tamilunicodeconverter.extractor,ContentExtractorTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PPT_DIR; contentExtractor,sskjames_tamilunicodeconverter
sskjames_tamilunicodeconverter,org.tamilunicodeconverter,Main,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),sskjames_tamilunicodeconverter
sskjames_tamilunicodeconverter,org.tamilunicodeconverter,TamilUnicodeConverter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MAX_FILE_NAME_LENGTH; MAX_FILE_NAME_TOKENS; logger; maxFileNameLength; maxFileNameTokens; createOutputFileNameFromContent; convertedFilesCount,sskjames_tamilunicodeconverter
sskjames_tamilunicodeconverter,org.tamilunicodeconverter,TamilUnicodeConverterTest,Feature Envy,The tool detected a instance of this smell because testConvertFile_createOutputFileNameFromContent is more interested in members of the type: TamilUnicodeConverter,sskjames_tamilunicodeconverter
sskjames_tamilunicodeconverter,org.tamilunicodeconverter.map,BaminiUnicodeMap,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MAP_FILE; logger; map,sskjames_tamilunicodeconverter
stephensanchez_familiar,characters.abilities,Ability,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,characters.abilities,AbilityProperty,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,characters.abilities,AbilityType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,characters.attributes,Attribute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,characters.attributes,AttributeProperty,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,characters.attributes,AttributeType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,characters,BaseCharacterService,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,characters,Character,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
